"customer_key","year_birth","education","marital_status","income","household_size","year"
"100788","1976","Graduate","Married","30772","4","2014"
"100787","1970","PhD","Together","65968","3","2014"
"100784","1975","Graduate","Single","73170","1","2014"
"101826","1958","Graduate","Single","94472","2","2014"
"100778","1971","Master","Married","56850","3","2014"
"101994","1957","Undergraduate","Married","53233","3","2014"
"100768","1954","PhD","Married","70421","3","2014"
"101828","1980","Undergraduate","Married","96547","2","2014"
"101625","1955","PhD","Married","38725","4","2014"
"100760","1978","Master","Married","43783","3","2014"
"100179","1988","Undergraduate","Married","16248","3","2014"
"101229","1973","Undergraduate","Married","43050","3","2014"
"100178","1976","PhD","Married","51650","3","2014"
"101231","1963","PhD","Single","48918","3","2014"
"101232","1954","Master","Together","60033","3","2014"
"100030","1989","Master","Divorced","10979","1","2014"
"101832","1980","Undergraduate","Single","67506","2","2014"
"101235","1946","Graduate","Married","78569","2","2014"
"100758","1960","Master","Together","17144","4","2014"
"101935","1952","PhD","Together","69805","3","2014"
"101238","1985","Undergraduate","Married","23148","2","2014"
"101996","1972","Master","Married","76234","3","2014"
"100755","1972","Graduate","Married","30467","3","2014"
"100177","1959","Graduate","Together","38285","5","2014"
"101633","1980","PhD","Single","36802","2","2014"
"101243","1965","PhD","Married","81051","2","2014"
"101244","1982","Graduate","Married","65169","2","2014"
"101836","1966","Graduate","Single","33279","1","2014"
"101246","1960","PhD","Married","65695","3","2014"
"100754","1970","Graduate","Single","20587","2","2014"
"100381","1979","Graduate","Together","90300","2","2014"
"100094","1983","Graduate","Married","30096","3","2014"
"101250","1989","Undergraduate","Married","59060","3","2014"
"101637","1967","Graduate","Married","42664","3","2014"
"100375","1981","Master","Single","36143","2","2014"
"101253","1973","Undergraduate","Married","46094","4","2014"
"101254","1984","Graduate","Together","37235","3","2014"
"100176","1970","PhD","Married","38853","4","2014"
"100093","1970","PhD","Married","23626","3","2014"
"101257","1968","Graduate","Together","77382","3","2014"
"100753","1976","Graduate","Together","36283","4","2014"
"101259","1974","High School","Married","18393","3","2014"
"100362","1984","Undergraduate","Married","35684","3","2014"
"101261","1982","Graduate","Married","24711","2","2014"
"101642","1976","PhD","Single","42473","3","2014"
"100355","1978","Graduate","Married","28442","4","2014"
"101997","1956","PhD","Married","84117","2","2014"
"101265","1979","Graduate","Married","27244","3","2014"
"100752","1974","PhD","Single","71466","1","2014"
"101841","1966","PhD","Together","65814","3","2014"
"100354","1969","PhD","Widow","62187","2","2014"
"100749","1958","PhD","Together","74250","2","2014"
"100342","1976","Master","Married","33181","3","2014"
"100092","1972","Master","Single","42394","2","2014"
"101272","1983","Master","Married","35876","2","2014"
"100340","1970","Graduate","Divorced","84835","1","2014"
"100736","1952","Graduate","Single","75127","1","2014"
"101275","1962","Graduate","Together","50127","3","2014"
"100733","1967","Graduate","Single","79146","3","2014"
"100090","1957","Graduate","Single","51381","3","2014"
"101942","1957","Graduate","Together","50116","4","2014"
"101998","1957","Master","Together","65487","2","2014"
"100173","1967","Graduate","Single","52074","2","2014"
"101654","1977","Master","Single","36273","2","2014"
"101655","1964","Graduate","Together","63404","4","2014"
"100731","1959","PhD","Married","38829","3","2014"
"101284","1965","Graduate","Married","69139","3","2014"
"100726","1979","Graduate","Together","75507","2","2014"
"101656","1976","Graduate","Together","78416","3","2014"
"100316","1965","PhD","Divorced","47025","3","2014"
"101288","1946","PhD","Single","62159","1","2014"
"100088","1967","Graduate","Together","54178","3","2014"
"101659","1951","Graduate","Married","44689","4","2014"
"100722","1954","Undergraduate","Married","63564","2","2014"
"101999","1972","High School","Married","25224","3","2014"
"101849","1951","Graduate","Divorced","22263","3","2014"
"100720","1995","Graduate","Single","71163","1","2014"
"101662","1956","Graduate","Married","90369","2","2014"
"100717","1964","Graduate","Married","82224","2","2014"
"100309","1956","Master","Together","28839","4","2014"
"100304","1976","Graduate","Divorced","12571","2","2014"
"101299","1958","Graduate","Married","67267","3","2014"
"101300","1975","Graduate","Single","57338","2","2014"
"101665","1969","Master","Married","79734","2","2014"
"100172","1959","PhD","Together","53537","4","2014"
"100715","1950","PhD","Single","48767","4","2014"
"101851","1978","Graduate","Together","28587","3","2014"
"100023","1954","PhD","Married","65324","3","2014"
"101853","1956","Graduate","Married","48195","4","2014"
"101854","1952","Master","Married","77027","3","2014"
"101308","1955","Master","Divorced","46390","2","2014"
"100004","1981","PhD","Married","58293","3","2014"
"100710","1952","Master","Together","70545","3","2014"
"101311","1964","Undergraduate","Single","51381","3","2014"
"100708","1949","Graduate","Married","72025","2","2014"
"101313","1948","Graduate","Married","92344","2","2014"
"101314","1972","PhD","Together","51381","3","2014"
"100701","1976","Master","Divorced","75012","1","2014"
"101672","1961","PhD","Together","32583","4","2014"
"101673","1962","Graduate","Together","62568","3","2014"
"101318","1972","PhD","Together","38887","3","2014"
"100697","1984","PhD","Married","18988","3","2014"
"101320","1972","PhD","Married","29791","3","2014"
"101856","1979","Master","Married","32765","3","2014"
"101322","1974","Graduate","Divorced","39996","3","2014"
"101323","1972","Graduate","Divorced","26759","2","2014"
"100694","1958","Graduate","Single","45160","3","2014"
"100682","1970","PhD","Divorced","35682","2","2014"
"101326","1953","Graduate","Married","37716","3","2014"
"100680","1988","Master","Single","90247","1","2014"
"100679","1978","Graduate","Divorced","71022","2","2014"
"100678","1978","Graduate","Married","71427","4","2014"
"100087","1973","Graduate","Married","79593","2","2014"
"100676","1960","Graduate","Together","78468","2","2014"
"100673","1995","Graduate","Single","34824","1","2014"
"100665","1989","PhD","Together","77845","2","2014"
"101334","1969","Master","Married","43142","4","2014"
"101335","1944","Graduate","Married","80589","2","2014"
"100301","1947","Graduate","Single","77457","1","2014"
"100171","1970","Graduate","Married","50447","4","2014"
"101338","1948","Graduate","Together","51315","2","2014"
"101339","1972","Graduate","Married","36026","5","2014"
"101340","1973","Graduate","Married","24639","4","2014"
"101341","1972","PhD","Together","34578","5","2014"
"100169","1965","Graduate","Together","33456","4","2014"
"101343","1969","PhD","Together","54132","3","2014"
"101949","1957","Master","Absurd","65487","1","2014"
"101950","1965","Graduate","Married","58692","3","2014"
"101346","1958","Undergraduate","Single","38741","3","2014"
"100059","1968","PhD","Married","55954","3","2014"
"101348","1973","Undergraduate","Divorced","31163","2","2014"
"101952","1954","Master","Divorced","62637","2","2014"
"100086","1957","Graduate","Single","50388","2","2014"
"101954","1974","Graduate","Divorced","19346","2","2014"
"101685","1974","Graduate","Together","48186","3","2014"
"100297","1988","Graduate","Single","39747","2","2014"
"101354","1964","Graduate","Married","42523","2","2014"
"100168","1957","Graduate","Together","26091","4","2014"
"101955","1971","Graduate","Married","35788","4","2014"
"100654","1979","Graduate","Single","70337","1","2014"
"100652","1974","Graduate","Married","26751","4","2014"
"100296","1978","PhD","Married","46377","3","2014"
"100057","1988","Graduate","Single","27938","2","2014"
"100636","1953","Graduate","Together","61278","3","2014"
"100635","1975","Graduate","Divorced","153924","1","2014"
"101957","1957","Graduate","Married","23539","2","2014"
"101364","1973","Undergraduate","Together","69401","3","2014"
"101692","1968","Master","Divorced","27071","2","2014"
"101366","1965","Graduate","Married","77343","2","2014"
"101958","1973","Graduate","Single","65333","2","2014"
"100163","1973","PhD","Married","157243","3","2014"
"100633","1950","PhD","Together","50616","3","2014"
"100630","1960","Master","Single","98777","1","2014"
"100294","1958","Graduate","Divorced","35246","3","2014"
"101372","1970","Graduate","Single","93790","1","2014"
"100628","1977","Master","Married","78710","3","2014"
"101374","1950","Master","Widow","64866","2","2014"
"101696","1963","PhD","Married","4023","4","2014"
"101376","1978","Graduate","Together","16531","3","2014"
"100003","1984","Graduate","Together","26646","3","2014"
"101698","1966","PhD","Married","57705","3","2014"
"101699","1988","Graduate","Single","25008","2","2014"
"101380","1950","PhD","Married","41145","4","2014"
"100293","1965","PhD","Divorced","57912","2","2014"
"101960","1971","PhD","Together","29732","3","2014"
"100287","1971","Graduate","Together","16626","4","2014"
"100161","1984","Graduate","Married","23228","3","2014"
"100621","1948","PhD","Together","76140","2","2014"
"100616","1962","Graduate","Divorced","46102","4","2014"
"101961","1960","Master","Together","41275","5","2014"
"101876","1959","Graduate","Married","53154","3","2014"
"100282","1966","Graduate","Widow","79946","1","2014"
"101390","1961","PhD","Married","57072","3","2014"
"102005","1974","Graduate","Single","43322","1","2014"
"100152","1988","Graduate","Alone","34176","2","2014"
"100614","1960","Undergraduate","Single","32218","1","2014"
"100278","1975","Master","Married","44319","4","2014"
"101395","1970","Master","Together","79419","2","2014"
"101396","1946","PhD","Together","64014","5","2014"
"100277","1974","PhD","Together","65640","3","2014"
"102026","1963","Master","Married","33562","5","2014"
"102027","1970","PhD","Single","57642","2","2014"
"100273","1981","Master","Together","77882","2","2014"
"100083","1987","Graduate","Divorced","81361","1","2014"
"101715","1984","Graduate","Single","34738","2","2014"
"100269","1960","Graduate","Married","29315","4","2014"
"101404","1959","Graduate","Married","65492","2","2014"
"101717","1977","Undergraduate","Together","82326","2","2014"
"100613","1958","PhD","Together","65488","2","2014"
"100604","1949","Graduate","Widow","72298","1","2014"
"101718","1967","PhD","Divorced","26642","2","2014"
"101882","1959","Graduate","Widow","76320","2","2014"
"100592","1965","Graduate","Married","81168","2","2014"
"100577","1977","Graduate","Together","33178","3","2014"
"100572","1955","Graduate","Together","53863","3","2014"
"101413","1974","Master","Married","63206","2","2014"
"101720","1972","Graduate","Single","44503","3","2014"
"100569","1971","Undergraduate","Together","26850","4","2014"
"101883","1955","Master","Single","36927","3","2014"
"101722","1952","Graduate","Divorced","49638","2","2014"
"100568","1983","Graduate","Together","39453","3","2014"
"101419","1986","Graduate","Married","79529","2","2014"
"101723","1987","Undergraduate","Single","23830","1","2014"
"101421","1980","Graduate","Single","51766","2","2014"
"100561","1968","Graduate","Married","51287","4","2014"
"100268","1975","PhD","Together","61905","3","2014"
"100556","1968","PhD","Married","38443","4","2014"
"101725","1958","Graduate","Married","72905","2","2014"
"101884","1953","Graduate","Together","48794","4","2014"
"101427","1976","Graduate","Single","37697","2","2014"
"101966","1976","Graduate","Married","17148","3","2014"
"100550","1950","PhD","Together","52157","3","2014"
"101430","1948","PhD","Widow","82032","1","2014"
"100548","1970","Undergraduate","Married","62466","3","2014"
"101432","1987","PhD","Single","74004","1","2014"
"100267","1983","Master","Single","31788","2","2014"
"100537","1971","PhD","Single","60504","2","2014"
"101729","1969","PhD","Married","30396","3","2014"
"101436","1975","PhD","Married","69283","3","2014"
"100536","1989","Graduate","Single","21474","2","2014"
"100535","1963","Undergraduate","Single","39548","3","2014"
"101730","1968","PhD","Divorced","50616","2","2014"
"100150","1969","Graduate","Married","65747","3","2014"
"100534","1973","Master","Married","27159","4","2014"
"101732","1985","PhD","Single","30298","1","2014"
"101443","1989","Graduate","Together","31928","3","2014"
"100262","1963","Graduate","Married","80124","2","2014"
"100533","1968","Graduate","Married","19514","4","2014"
"101734","1957","PhD","Married","44155","4","2014"
"100531","1964","Graduate","Widow","85620","1","2014"
"101967","1983","Undergraduate","Married","32146","3","2014"
"100530","1990","Undergraduate","Married","24683","3","2014"
"101968","1964","Undergraduate","Divorced","41713","3","2014"
"101969","1975","Master","Together","34176","3","2014"
"101738","1989","Master","Together","88420","2","2014"
"101453","1965","Undergraduate","Married","76800","2","2014"
"100522","1967","Graduate","Divorced","76982","1","2014"
"101970","1955","PhD","Married","58482","3","2014"
"100521","1967","Graduate","Together","44931","3","2014"
"101740","1968","Graduate","Divorced","61671","2","2014"
"101741","1974","Graduate","Single","69719","1","2014"
"101971","1965","Graduate","Single","59686","2","2014"
"100517","1977","Master","Together","57954","4","2014"
"101461","1954","Graduate","Divorced","79865","2","2014"
"101462","1985","Graduate","Married","44322","3","2014"
"101743","1954","PhD","Single","90933","1","2014"
"100512","1977","Master","Married","50353","2","2014"
"101465","1954","Graduate","Together","75315","3","2014"
"100506","1987","Master","Single","73454","1","2014"
"101744","1945","PhD","Single","113734","1","2014"
"100074","1952","Graduate","Married","28332","2","2014"
"101746","1983","Graduate","Single","22148","1","2014"
"101470","1982","Graduate","Together","45203","4","2014"
"101471","1947","PhD","Together","81574","2","2014"
"101747","1987","Master","Married","73395","2","2014"
"101473","1956","Graduate","Together","34633","5","2014"
"100149","1953","Master","Married","59354","4","2014"
"101749","1968","Graduate","Married","45688","3","2014"
"101476","1966","Master","Together","45903","3","2014"
"100505","1965","Graduate","Divorced","30630","3","2014"
"101478","1965","Graduate","Married","61482","2","2014"
"101894","1984","Graduate","Married","31761","3","2014"
"101751","1986","Graduate","Together","33235","3","2014"
"101973","1980","Graduate","Together","62994","3","2014"
"100504","1944","Master","Married","80184","2","2014"
"101483","1967","PhD","Single","52569","2","2014"
"100498","1959","Master","Together","89120","2","2014"
"102008","1975","Graduate","Married","37085","4","2014"
"100484","1949","PhD","Together","67911","3","2014"
"101487","1975","PhD","Married","36663","3","2014"
"101754","1960","Undergraduate","Together","92556","2","2014"
"100482","1978","Graduate","Divorced","55563","2","2014"
"100258","1970","Master","Married","44159","3","2014"
"100241","1964","PhD","Married","31686","4","2014"
"101492","1961","Graduate","Married","27116","4","2014"
"100230","1951","Graduate","Single","15033","1","2014"
"102038","1956","Master","Together","69245","3","2014"
"100226","1986","PhD","Together","34320","3","2014"
"101496","1973","Master","Married","60432","3","2014"
"101497","1964","PhD","Married","65526","3","2014"
"100474","1969","Graduate","Married","14045","3","2014"
"101760","1977","Undergraduate","Single","31878","2","2014"
"101761","1972","Undergraduate","Married","70932","3","2014"
