"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size","income_group"
"101926","1949","65","Baby Boomer","Master","Married","Partner","48150","0","1","2013-08-06 00:00:00","true","3","Middle Income"
"101929","1981","33","Millennial","PhD","Together","Partner","44953","0","0","2012-12-21 00:00:00","false","2","Middle Income"
"101931","1974","40","Gen X","Master","Together","Partner","43018","0","1","2013-01-11 00:00:00","true","3","Middle Income"
"101932","1954","60","Baby Boomer","Master","Married","Partner","45736","0","1","2013-07-24 00:00:00","true","3","Middle Income"
"101933","1969","45","Gen X","Master","Together","Partner","66476","0","1","2013-04-12 00:00:00","true","3","Middle Income"
"101935","1952","62","Baby Boomer","PhD","Together","Partner","69805","0","1","2014-01-21 00:00:00","true","3","Middle Income"
"101936","1962","52","Baby Boomer","Master","Single","Alone","72217","0","0","2013-10-04 00:00:00","false","1","Middle Income"
"101938","1976","38","Gen X","Master","Together","Partner","37509","1","0","2012-12-09 00:00:00","true","3","Low Income"
"101943","1986","28","Millennial","PhD","Married","Partner","82333","0","0","2013-03-30 00:00:00","false","2","High Income"
"101944","1965","49","Gen X","PhD","Together","Partner","65220","0","0","2012-03-09 00:00:00","false","2","Middle Income"
"101946","1976","38","Gen X","Master","Single","Alone","72309","0","0","2013-11-03 00:00:00","false","1","Middle Income"
"101947","1949","65","Baby Boomer","PhD","Married","Partner","156924","0","0","2013-08-29 00:00:00","false","2","High Income"
"101949","1957","57","Baby Boomer","Master","Absurd","Alone","65487","0","0","2014-10-01 00:00:00","false","1","Middle Income"
"101952","1954","60","Baby Boomer","Master","Divorced","Alone","62637","0","1","2014-01-03 00:00:00","true","2","Middle Income"
"101953","1966","48","Gen X","Master","Divorced","Alone","29435","1","1","2012-06-08 00:00:00","true","3","Low Income"
"101960","1971","43","Gen X","PhD","Together","Partner","29732","1","0","2014-03-25 00:00:00","true","3","Low Income"
"101961","1960","54","Baby Boomer","Master","Together","Partner","41275","1","2","2014-03-24 00:00:00","true","5","Middle Income"
"101962","1973","41","Gen X","PhD","Together","Partner","63516","1","1","2013-06-07 00:00:00","true","4","Middle Income"
"101963","1962","52","Baby Boomer","PhD","Married","Partner","42769","0","1","2013-12-10 00:00:00","true","3","Middle Income"
"101964","1958","56","Baby Boomer","Master","Married","Partner","49572","1","1","2013-12-15 00:00:00","true","4","Middle Income"
"101969","1975","39","Gen X","Master","Together","Partner","34176","0","1","2014-01-22 00:00:00","true","3","Low Income"
"101970","1955","59","Baby Boomer","PhD","Married","Partner","58482","0","1","2014-12-03 00:00:00","true","3","Middle Income"
"101972","1964","50","","PhD","Married","Partner","60896","0","1","2012-11-10 00:00:00","true","3","Middle Income"
"101977","1974","40","Gen X","PhD","Single","Alone","31560","1","0","2013-06-24 00:00:00","true","2","Low Income"
"101978","1990","24","Millennial","Master","Single","Alone","91172","0","0","2013-03-27 00:00:00","false","1","High Income"
"101986","1975","39","Gen X","PhD","Married","Partner","79174","0","0","2013-11-01 00:00:00","false","2","Middle Income"
"101987","1967","47","Gen X","Master","Divorced","Alone","81380","0","0","2012-12-22 00:00:00","false","1","High Income"
"101988","1973","41","Gen X","PhD","YOLO","Alone","48432","0","1","2012-10-18 00:00:00","true","2","Middle Income"
"101991","1972","42","Gen X","PhD","Married","Partner","44325","0","1","2013-07-03 00:00:00","true","3","Middle Income"
"101996","1972","42","Gen X","Master","Married","Partner","76234","0","1","2014-06-02 00:00:00","true","3","Middle Income"
"101997","1956","58","Baby Boomer","PhD","Married","Partner","84117","0","0","2014-11-05 00:00:00","false","2","High Income"
"101998","1957","57","Baby Boomer","Master","Together","Partner","65487","0","0","2014-10-01 00:00:00","false","2","Middle Income"
"102000","1983","31","Millennial","Master","Single","Alone","89616","0","0","2013-02-25 00:00:00","false","1","High Income"
"102004","1952","62","Baby Boomer","Master","Single","Alone","8820","1","1","2013-03-22 00:00:00","true","3","Low Income"
"102019","1950","64","Baby Boomer","Master","Divorced","Alone","38054","1","1","2014-01-05 00:00:00","true","3","Low Income"
"102023","1985","29","Millennial","Master","Together","Partner","40101","1","0","2012-10-14 00:00:00","true","3","Middle Income"
"102026","1963","51","Baby Boomer","Master","Married","Partner","33562","1","2","2014-06-25 00:00:00","true","5","Low Income"
"102027","1970","44","Gen X","PhD","Single","Alone","57642","0","1","2014-09-01 00:00:00","true","2","Middle Income"
"102033","1970","44","Gen X","Master","Single","Alone","44802","0","0","2012-08-21 00:00:00","false","1","Middle Income"
"102038","1956","58","Baby Boomer","Master","Together","Partner","69245","0","1","2014-01-24 00:00:00","true","3","Middle Income"
"102039","1954","60","Baby Boomer","PhD","Married","Partner","52869","1","1","2012-10-15 00:00:00","true","4","Middle Income"
